date,open,high,low,close,volume
2016-08-01,55.87196279518604,56.02003534747136,55.41788067642303,55.852224,26003400
2016-08-02,56.118747091870944,56.16810789975667,55.585695972443126,55.852224,35122000
2016-08-03,55.950936226242995,56.37540620733369,55.76338213342165,56.237207,22075600
2016-08-04,56.069392051186426,56.78013182331647,55.94106322786996,56.651803,26587700
2016-08-05,56.90846143007942,57.46125529946143,56.71103300337308,57.214471,29335200
2016-08-08,57.313187,57.342800128956256,57.03678660885336,57.313187,19473500
2016-08-09,57.42176892260238,57.747526172722914,57.27370031694673,57.451386,16920700
2016-08-10,57.411900209582896,57.56984216339193,57.07627355773871,57.273701,15756900
2016-08-11,57.283570954948075,57.698170554858805,57.283570954948075,57.550098,18162300
2016-08-12,57.283570347408386,57.44151229835665,56.878844098103485,57.194728,21655200
2016-08-15,57.26382692100828,57.74752612263465,57.2144710482116,57.372413,19283900
2016-08-16,57.223424246308966,57.23335515736059,56.885704733560324,57.054563,20523500,
2016-08-17,57.153894204653675,57.29295377878816,56.845973383495945,57.17376,18856400
2016-08-18,57.034696840666946,57.312820957276585,56.885705361135614,57.213489,14214300
2016-08-19,57.04463093881692,57.34261786693193,56.816175287218506,57.233355,17271000
2016-08-22,57.21348871615987,57.36248416811112,56.87577019465065,57.283019,15221900
2016-08-23,57.51147987760525,57.789599027631695,57.46181141576651,57.501544,18732400
2016-08-24,57.412147548347015,57.65053907904407,57.332686353554045,57.561143,18151500
2016-08-25,57.49161294624187,57.8988617524048,57.39228198254942,57.779664,18552600
2016-08-26,57.888926440949895,58.30611012832525,57.30288548030815,57.640604,20971200
2016-08-29,57.7895991686609,58.20677888800843,57.710134,57.710134,16417200
2016-08-30,57.590941072913125,57.79953093207785,57.22342484997355,57.501544,16930200
2016-08-31,57.26315703553802,57.41214752067035,56.91550263733159,57.074429,20860300
2016-09-01,56.62744794535308,57.43201464768189,56.62744794535308,57.203558,26075400
2016-09-02,57.283019,57.79953067324506,57.03469655771381,57.283019,18900500
2016-09-06,57.3922812724231,57.41214706759988,56.826106109884925,57.223424,16278400
2016-09-07,57.08436393744517,57.451880158168585,57.024765558099205,57.273088,17493400
2016-09-08,57.24329094906202,57.40221731367982,56.796309555284694,57.044632,20146100
2016-09-09,56.4089270534023,57.13402759249293,55.832817,55.832817,35113900
2016-09-12,55.62422772347463,56.82610736492421,55.23684570226164,56.667181,29303000
2016-09-13,56.1208713005638,56.269866750773126,55.67388991638459,56.150669,30130200
2016-09-14,56.011609664606084,56.250001198231125,55.65402534403785,55.882481,24062500
2016-09-15,55.7732226182148,56.96516637004169,55.60436137059558,56.806241,26847000
2016-09-16,57.24329010368278,57.24329010368278,56.36919411790393,56.865839,44607000
2016-09-19,56.88570552415247,57.3624846170736,56.46852183126692,56.547987,20937100
2016-09-20,56.965166497575204,56.965166497575204,56.369194620327505,56.428793,17384000
2016-09-21,57.1240925580567,57.46181107909958,56.696981931073296,57.372415,33707300
2016-09-22,57.53134098955331,57.61080615703909,57.243289938637396,57.432014,19822200
2016-09-23,57.48167850940916,57.52141109385339,56.99496850434672,57.044632,19955300
2016-09-26,56.69698115575422,56.75657556113638,56.44865871720668,56.518189,21688700
2016-09-27,56.547986444210764,57.6704048743872,56.29966400242168,57.561143,28065100
2016-09-28,57.491612522009596,57.67040467949352,57.28301869174239,57.640604,20536400
2016-09-29,57.422081806806105,57.779663139216126,56.826105966427775,57.014834,25463500
2016-09-30,57.183692293357375,57.38235024817189,56.95523564532069,57.213489,29910800
2016-10-03,57.02476608881108,57.16382566427994,56.67711566020425,57.034697,19189500
2016-10-04,56.88570470629963,57.213488341390764,56.587718770797885,56.855908,20085900
2016-10-05,56.905572563129674,57.571074730011325,56.87577088982177,57.253222,16726400
2016-10-06,57.352553,57.471746778473495,56.89563672837156,57.352553,16212600
2016-10-07,57.46181149545875,57.590941152784445,57.03469689222147,57.412148,20089000
2016-10-10,57.52141033715696,57.99818843144854,57.48167775323542,57.650539,18196500
2016-10-11,57.501543839575156,57.630672503071736,56.50825406875351,56.806241,26497400
2016-10-12,56.726779,56.88570436778666,56.02154426601321,56.726779,22177500
2016-10-13,56.319531229394144,56.915503107746915,55.94208012164723,56.538052,25313700
2016-10-14,56.73671106023555,57.35255370175028,56.73671106023555,57.034697,27402500
2016-10-17,56.97510256869869,57.07442955976107,56.488388591673704,56.836042,23830000
2016-10-18,57.14395933692182,57.5611430258947,57.024765558099205,57.273088,19149500
2016-10-19,57.08436360087473,57.451879819431255,57.01483431084222,57.143959,22878400
2016-10-20,57.11416144104804,57.13402723633188,56.27979803912664,56.865839,49455600
2016-10-21,59.875505657062234,60.04436690260924,59.09080972761203,59.259667,80032200
2016-10-24,59.53778784998892,60.590676,59.527855945573776,60.590676,54067000
2016-10-25,60.44168045917608,60.95819213236384,60.39201696401412,60.580745,35137200
2016-10-26,60.40195215934698,60.789335171265456,60.06423363613601,60.22316,29911600
2016-10-27,60.203294769439324,60.42181951509263,59.68678308874487,59.696714,28479900
2016-10-28,59.60731657325543,60.113896337963865,59.18020594916853,59.468257,33574700
2016-10-31,59.756312531252085,60.01456588473448,59.517921,59.517921,26434700
2016-11-01,59.567588246761126,59.617251741760064,58.85241862211402,59.398727,24533000
2016-11-02,59.41859401009591,59.527855884738344,58.902082336678255,59.031211,22147000
2016-11-03,59.13053872484128,59.239800599005484,58.71335901006662,58.812686,21600400
2016-11-04,58.25644659408156,58.88221616498338,58.127316938295294,58.316041,28697000
2016-11-07,59.37886153960869,60.11389696371722,59.37886153960869,60.014566,31664800
2016-11-08,60.143695195833814,60.37215184527226,59.74638226363628,60.064234,22935400
2016-11-09,59.59738672419434,60.18342769364892,58.80275589449486,59.766244,49632500
2016-11-10,60.0741647823822,60.084099666577856,57.24328995507359,58.30611,57822400
2016-11-11,57.839264071331755,58.72329098502266,57.62073833246483,58.623963,38767800
2016-11-14,58.62396177949005,58.68356115181626,56.89563659954639,57.73,41328400
2016-11-15,58.330002,59.490002,58.32,58.869999,34764300
2016-11-16,58.939999,59.66,58.810001,59.650002,26851400
2016-11-17,60.41,60.950001,59.970001,60.639999,31463700
2016-11-18,60.779999,61.139999,60.299999,60.349998,26580600
2016-11-21,60.5,60.970001,60.419998,60.860001,19563200
2016-11-22,60.98,61.259998,60.810001,61.119999,22645300
2016-11-23,61.009998,61.099998,60.25,60.400002,21847200
2016-11-25,60.299999,60.529999,60.130001,60.529999,8370500
